seq_id	sample	species	gene	geneLength
EBIIEENH_00171	BetaCoV/Karlsruhe/ChVir1600/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00171	365
EBIIEENH_00141	BetaCoV/Munich/BavPat15-ChVir1484-ChVir1536/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00141	7787
ODOLMAEB_00527	HM211101	BAT	hypothetical protein	239
EBIIEENH_00250	BetaCoV/Rhein-Kreis-Neuss/ChVir1722/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00250	1259
ODOLMAEB_00021	DQ071615	BAT	hypothetical protein	191
ODOLMAEB_02297	KT253270	BAT	Membrane protein	680
ODOLMAEB_01774	MH687954	BAT	Nucleoprotein	1184
EBIIEENH_00817	BetaCoV/Rotenburg/ChVir2026/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00817	365
EBIIEENH_00872	BetaCoV/Rastede/ChVir2099/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00872	1259
EBIIEENH_01068	BetaCoV/Neumuenster/ChVir3042/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01068	155
ODOLMAEB_02106	MF593268	BAT	Envelope small membrane protein	248
EBIIEENH_00484	BetaCoV/Germany/ChVir1967/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00484	1259
EBIIEENH_00702	BetaCoV/Berlin/MD572007047/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00702	365
EBIIEENH_00880	BetaCoV/Bremerhaven/ChVir2101/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00880	668
ODOLMAEB_01996	MK211376	BAT	Corona_FSE	81
EBIIEENH_00778	BetaCoV/Berlin/MD572007095/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00778	365
ODOLMAEB_00384	GQ153542	BAT	hypothetical protein	191
EBIIEENH_00628	BetaCoV/Berlin/ChVir2192-200401/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00628	13217
ODOLMAEB_01072	KY417151	BAT	Protein 7a	368
EBIIEENH_00713	BetaCoV/Berlin/MD572007356a/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00713	365
NMICGJMG_00492	hCoV-19/Wuhan/HBCDC-HB-03/2019	WUHAN	Membrane protein	668
EBIIEENH_00472	BetaCoV/Berlin/ChVir1964/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00472	155
ODOLMAEB_02251	MG693170	BAT	Corona_pk3	58
ODOLMAEB_00872	KX442564	BAT	hypothetical protein	689
EBIIEENH_00595	BetaCoV/Berlin/ChVir2192/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00595	185
EBIIEENH_01133	BetaCoV/Germany/2012320/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_01133	13217
ODOLMAEB_00877	KX442565	BAT	Replicase polyprotein 1a	13577
ODOLMAEB_02116	KT444582	BAT	Membrane protein	665
ODOLMAEB_02049	MK211369	BAT	Corona_FSE	78
ODOLMAEB_00103	DQ648857	BAT	Replicase polyprotein 1a	13166
ODOLMAEB_00011	DQ022305	BAT	hypothetical protein	365
EBIIEENH_01461	BetaCoV/Berlin/572007102/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01461	7787
ODOLMAEB_00372	GQ153541	BAT	Protein 7a	368
EBIIEENH_01098	BetaCoV/Berlin/572007091/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01098	7787
ODOLMAEB_02287	KT253272	BAT	Membrane protein	701
ODOLMAEB_00363	GQ153540	BAT	s2m	42
EBIIEENH_00229	BetaCoV/Rhein-Kreis-Neuss/ChVir1671/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00229	7787
ODOLMAEB_01152	KY799179	BAT	hypothetical protein	389
EBIIEENH_01321	BetaCoV/Germany/ChVir3203/2020	CHAIRITE	s2m	42
EBIIEENH_00622	BetaCoV/Berlin/ChVir2192-MD572006634/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00622	365
NMICGJMG_00096	GWHACAW01000001	WUHAN	Protein 3a	827
EBIIEENH_00516	BetaCoV/Berlin/ChVir1970/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00516	1733
ODOLMAEB_01662	MH687941	BAT	Spike glycoprotein	4118
EBIIEENH_00247	BetaCoV/Rhein-Kreis-Neuss/ChVir1722/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00247	365
ODOLMAEB_02313	KT253271	BAT	Corona_FSE	78
EBIIEENH_00168	BetaCoV/Karlsruhe/ChVir1600/2020	CHAIRITE	Protein 3a;protein_id=gnl|Prokka|EBIIEENH_00168	827
ODOLMAEB_00994	KY417145	BAT	hypothetical protein	368
ODOLMAEB_00597	JQ989271	BAT	hypothetical protein	224
EBIIEENH_00888	BetaCoV/Berlin/MD572006377/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00888	13217
ODOLMAEB_01115	KY770858	BAT	Protein 7a	368
EBIIEENH_01036	BetaCoV/Germany/ChVir3003/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_01036	668
NMICGJMG_00318	hCoV-19/Wuhan/WIV02/2019	WUHAN	hypothetical protein	131
NMICGJMG_00365	hCoV-19/Wuhan/HBCDC-HB-01/2019	WUHAN	Spike glycoprotein	3821
EBIIEENH_01352	BetaCoV/Germany/ChVir3214/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01352	185
ODOLMAEB_00976	KY417144	BAT	Membrane protein	665
ODOLMAEB_00649	JX993988	BAT	Nucleoprotein	1268
ODOLMAEB_01024	KY417148	BAT	Corona_FSE	81
ODOLMAEB_01937	KJ473807	BAT	Replicase polyprotein 1a	12191
ODOLMAEB_00841	KU182965	BAT	Nucleoprotein	1271
ODOLMAEB_01431	MH938450	BAT	Nucleoprotein	1298
EBIIEENH_00198	BetaCoV/Duesseldorf/ChVir1601/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00198	1259
ODOLMAEB_00620	JQ989273	BAT	hypothetical protein	656
NMICGJMG_00088	GWHACAV01000001	WUHAN	hypothetical protein	365
EBIIEENH_00463	BetaCoV/Berlin/ChVir1964/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00463	7787
ODOLMAEB_01855	MH687963	BAT	Spike glycoprotein	4115
ODOLMAEB_00601	JQ989271	BAT	hypothetical protein	275
ODOLMAEB_00460	GQ153548	BAT	Membrane protein	665
NMICGJMG_00168	GWHACBD01000001	WUHAN	Replicase polyprotein 1a	13217
EBIIEENH_01135	BetaCoV/Germany/2012320/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01135	7787
NMICGJMG_00246	GWHACDJ01000001	WUHAN	Corona_FSE	81
ODOLMAEB_02100	MF593268	BAT	Corona_FSE	84
ODOLMAEB_00855	KU973692	BAT	Replicase polyprotein 1ab	7886
EBIIEENH_00013	BetaCoV/Munich/BavPat2-ChVir984-ChVir1017/2020	CHAIRITE	s2m	42
ODOLMAEB_01938	KJ473807	BAT	Corona_FSE	78
ODOLMAEB_01685	MH687943	BAT	hypothetical protein	491
EBIIEENH_00753	BetaCoV/Berlin/MD572007093/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00753	131
ODOLMAEB_01323	MH002337	BAT	Membrane protein	653
EBIIEENH_00673	BetaCoV/Berlin/MD572006901/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00673	185
ODOLMAEB_02289	KT253272	BAT	hypothetical protein	296
EBIIEENH_00393	BetaCov/Koblenz/ChVir1908/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00393	1259
EBIIEENH_00302	BetaCoV/Germany/ChVir1685/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00302	1259
ODOLMAEB_00403	GQ153544	BAT	Corona_FSE	81
EBIIEENH_00253	BetaCoV/Rhein-Kreis-Neuss/MD572006610/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00253	4025
ODOLMAEB_00602	JQ989271	BAT	Corona_pk3	62
ODOLMAEB_00656	KC881005	BAT	Membrane protein	665
ODOLMAEB_00803	KP886808	BAT	hypothetical protein	368
ODOLMAEB_00160	EF065509	BAT	Replicase polyprotein 1a	13445
NMICGJMG_00027	2019-nCoV_WH03	WUHAN	Replicase polyprotein 1a	13217
EBIIEENH_01180	BetaCoV/Germany/ChVir3184/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01180	131
NMICGJMG_00478	hCoV-19/Wuhan/HBCDC-HB-02/2019	WUHAN	Protein 3a	827
NMICGJMG_00354	hCoV-19/Wuhan/WIV07/2019	WUHAN	Membrane protein	668
ODOLMAEB_01567	MN611524	BAT	Nucleoprotein	1169
ODOLMAEB_01579	MN611525	BAT	Corona_pk3	62
EBIIEENH_01265	BetaCoV/Germany/ChVir3199/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01265	365
EBIIEENH_00362	BetaCoV/Berlin/ChVir1900/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00362	668
ODOLMAEB_01312	MG916904	BAT	hypothetical protein	362
EBIIEENH_00895	BetaCoV/Berlin/MD572006377/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00895	365
ODOLMAEB_01958	MK211374	BAT	Replicase polyprotein 1ab	7886
ODOLMAEB_00129	EF065506	BAT	Replicase polyprotein 1ab	7865
ODOLMAEB_01823	MH687959	BAT	Corona_pk3	62
EBIIEENH_00906	BetaCoV/Germany/ChVir2105/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00906	668
CGIJCJNJ_00077	MT072865.1	PANGOLIN	Replicase polyprotein 1ab	2165
ODOLMAEB_01743	MH687950	BAT	Membrane protein	683
EBIIEENH_00203	BetaCoV/Heidelberg/ChVir1611/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00203	7787
ODOLMAEB_01075	KY417151	BAT	Nucleoprotein	1268
ODOLMAEB_00445	GQ153547	BAT	Protein 3a	824
ODOLMAEB_01100	KY770851	BAT	Corona_FSE	78
ODOLMAEB_00933	KY073747	BAT	Nucleoprotein	1160
ODOLMAEB_01649	MH687940	BAT	Replicase polyprotein 1a	12320
ODOLMAEB_01595	MH687934	BAT	hypothetical protein	674
EBIIEENH_00204	BetaCoV/Heidelberg/ChVir1611/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00204	3821
EBIIEENH_01016	BetaCoV/Germany/ChVir2125/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01016	155
ODOLMAEB_00590	JQ989270	BAT	Corona_pk3	62
EBIIEENH_00676	BetaCoV/Berlin/MD572006901/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00676	365
ODOLMAEB_00806	KP886809	BAT	Replicase polyprotein 1a	13148
ODOLMAEB_01434	MK492263	BAT	Replicase polyprotein 1ab	12542
ODOLMAEB_01234	MG762674	BAT	Replicase polyprotein 1ab	8075
EBIIEENH_01420	BetaCoV/Germany/ChVir3221/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01420	155
ODOLMAEB_00612	JQ989272	BAT	hypothetical protein	242
ODOLMAEB_00140	EF065507	BAT	Replicase polyprotein 1ab	7865
ODOLMAEB_01968	MK211374	BAT	s2m	42
NMICGJMG_00054	GWHACAT01000001	WUHAN	Corona_FSE	81
ODOLMAEB_00249	EF065516	BAT	hypothetical protein	596
ODOLMAEB_00400	GQ153543	BAT	Nucleoprotein	1265
ODOLMAEB_01590	NC_009657	BAT	Corona_pk3	62
EBIIEENH_01197	BetaCoV/Germany/CSpecVir3185/2020	CHAIRITE	s2m	42
EBIIEENH_00194	BetaCoV/Duesseldorf/ChVir1601/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00194	185
EBIIEENH_00926	BetaCoV/Germany/ChVir2109/2020	CHAIRITE	s2m	42
ODOLMAEB_00281	EF203066	BAT	Membrane protein	689
EBIIEENH_00643	BetaCoV/Germany/MD572006691/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00643	7787
CGIJCJNJ_00075	MT072865.1	PANGOLIN	Replicase polyprotein 1ab	1340
EBIIEENH_00568	BetaCoV/Germany/ChVir1994/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00568	668
EBIIEENH_01106	BetaCoV/Berlin/572007091/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01106	1259
EBIIEENH_01469	BetaCoV/Berlin/572007102/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01469	1259
ODOLMAEB_00030	DQ084199	BAT	Spike glycoprotein	3728
ODOLMAEB_01557	MN611523	BAT	hypothetical protein	242
EBIIEENH_01462	BetaCoV/Berlin/572007102/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_01462	3821
ODOLMAEB_01564	MN611524	BAT	hypothetical protein	659
ODOLMAEB_01701	MH687945	BAT	hypothetical protein	230
ODOLMAEB_00549	JQ989267	BAT	hypothetical protein	656
ODOLMAEB_00884	KX442565	BAT	hypothetical protein	689
EBIIEENH_00688	BetaCoV/Berlin/MD572007047a/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00688	131
ODOLMAEB_01074	KY417151	BAT	hypothetical protein	365
NMICGJMG_00382	hCoV-19/Wuhan/IPBCAMS-WH-05/2020	WUHAN	Protein 7a	365
NMICGJMG_00285	hCoV-19/Wuhan/IVDC-HB-05/2019	WUHAN	Corona_FSE	81
ODOLMAEB_01094	KY770850	BAT	hypothetical protein	659
EBIIEENH_01401	BetaCoV/Germany/ChVir3220/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_01401	3821
NMICGJMG_00573	hCoV-19/Wuhan/HBCDC-HB-06/2020	WUHAN	Protein 7a	365
ODOLMAEB_00300	EU420137	BAT	Spike glycoprotein	4157
EBIIEENH_00277	BetaCoV/Berlin/ChVir1670/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00277	155
ODOLMAEB_01391	MH539766	BAT	hypothetical protein	299
EBIIEENH_00276	BetaCoV/Berlin/ChVir1670/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00276	1259
NMICGJMG_00160	GWHACBB01000001	WUHAN	Membrane protein	668
ODOLMAEB_00136	EF065506	BAT	Membrane protein	659
NMICGJMG_00348	hCoV-19/Wuhan/WIV06/2019	WUHAN	s2m	42
ODOLMAEB_00775	KJ473820	BAT	hypothetical protein	311
EBIIEENH_01000	BetaCoV/Germany/ChVir2123/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01000	131
ODOLMAEB_02311	KT253271	BAT	Coronavirus_5p_sl_1_2	69
EBIIEENH_01151	BetaCoV/Berlin/2011915/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_01151	668
EBIIEENH_01418	BetaCoV/Germany/ChVir3221/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01418	131
EBIIEENH_01075	BetaCoV/Kiel/CSpecVir3045/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_01075	668
EBIIEENH_01260	BetaCoV/Germany/ChVir3199/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_01260	7787
ODOLMAEB_01755	MH687951	BAT	hypothetical protein	497
EBIIEENH_00263	BetaCoV/Rhein-Kreis-Neuss/MD572006610/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00263	1259
ODOLMAEB_01759	MH687952	BAT	Replicase polyprotein 1ab	7829
ODOLMAEB_00158	EF065508	BAT	Membrane protein	659
EBIIEENH_00330	BetaCov/Berlin/ChVir1715/2020	CHAIRITE	s2m	42
ODOLMAEB_00868	KX442564	BAT	Replicase polyprotein 1ab	7871
ODOLMAEB_01899	MH687967	BAT	hypothetical protein	239
NMICGJMG_00187	GWHACDE01000001	WUHAN	hypothetical protein	185
EBIIEENH_00040	BetaCoV/Munich/BavPat6-ChVir1247/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00040	13217
ODOLMAEB_01243	MG772933	BAT	Replicase polyprotein 1a	13205
ODOLMAEB_01199	MG596802	BAT	Replicase polyprotein 1a	13169
ODOLMAEB_02354	KF569996	BAT	Nucleoprotein	1268
ODOLMAEB_00133	EF065506	BAT	Non-structural protein ORF4b	701
ODOLMAEB_01197	MF370205	BAT	hypothetical protein	299
ODOLMAEB_02162	KJ473815	BAT	Replicase polyprotein 1a	13142
ODOLMAEB_01522	MN611520	BAT	hypothetical protein	311
ODOLMAEB_01614	MH687936	BAT	Membrane protein	683
ODOLMAEB_02067	MK211370	BAT	Corona_pk3	62
EBIIEENH_00884	BetaCoV/Bremerhaven/ChVir2101/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00884	365
ODOLMAEB_00574	JQ989269	BAT	Membrane protein	680
EBIIEENH_00210	BetaCoV/Heidelberg/ChVir1611/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00210	365
ODOLMAEB_01392	MH539766	BAT	Corona_pk3	62
ODOLMAEB_01809	MH687958	BAT	Spike glycoprotein	4094
NMICGJMG_00549	hCoV-19/Wuhan/HBCDC-HB-04/2020	WUHAN	hypothetical protein	131
ODOLMAEB_01709	MH687946	BAT	hypothetical protein	674
EBIIEENH_00366	BetaCoV/Berlin/ChVir1900/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00366	365
ODOLMAEB_01577	MN611525	BAT	hypothetical protein	251
ODOLMAEB_01209	MG596802	BAT	Corona_pk3	60
ODOLMAEB_00196	EF065512	BAT	Replicase polyprotein 1a	13442
ODOLMAEB_00518	HM211100	BAT	hypothetical protein	1406
EBIIEENH_00386	BetaCov/Koblenz/ChVir1908/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00386	3821
ODOLMAEB_00223	EF065514	BAT	hypothetical protein	692
ODOLMAEB_00232	EF065515	BAT	Replicase polyprotein 1ab	7760
ODOLMAEB_00389	GQ153542	BAT	s2m	42
ODOLMAEB_01446	MK720944	BAT	Corona_FSE	78
ODOLMAEB_01505	MN611518	BAT	hypothetical protein	476
ODOLMAEB_01551	MN611523	BAT	Replicase polyprotein 1ab	7832
ODOLMAEB_00240	EF065515	BAT	Corona_pk3	58
EBIIEENH_00172	BetaCoV/Karlsruhe/ChVir1600/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00172	131
EBIIEENH_01442	BetaCoV/Berlin/MD572014109/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01442	365
ODOLMAEB_02026	MK211378	BAT	Protein 3a	824
ODOLMAEB_02066	MK211370	BAT	hypothetical protein	494
NMICGJMG_00383	hCoV-19/Wuhan/IPBCAMS-WH-05/2020	WUHAN	hypothetical protein	131
EBIIEENH_00570	BetaCoV/Germany/ChVir1994/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00570	365
ODOLMAEB_00792	KJ473822	BAT	Membrane protein	659
EBIIEENH_00411	BetaCoV/Rhein-Neckar-Kreis/ChVir1946/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00411	7787
ODOLMAEB_00097	DQ648856	BAT	hypothetical protein	191
EBIIEENH_01017	BetaCoV/Germany/ChVir2125/2020	CHAIRITE	s2m	42
NMICGJMG_00110	GWHACAX01000001	WUHAN	Membrane protein	668
NMICGJMG_00091	GWHACAV01000001	WUHAN	s2m	42
NMICGJMG_00081	GWHACAV01000001	WUHAN	Replicase polyprotein 1ab	7787
ODOLMAEB_00743	KJ473798	BAT	hypothetical protein	668
ODOLMAEB_01854	MH687963	BAT	Replicase polyprotein 1ab	7829
ODOLMAEB_00886	KX442565	BAT	Membrane protein	683
EBIIEENH_00193	BetaCoV/Duesseldorf/ChVir1601/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00193	668
EBIIEENH_01281	BetaCoV/Germany/ChVir3200/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_01281	1259
CGIJCJNJ_00050	MT040336	PANGOLIN	Nucleoprotein	1253
EBIIEENH_00916	BetaCoV/Germany/ChVir2109/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00916	7787
ODOLMAEB_00255	EF203064	BAT	Replicase polyprotein 1ab	7838
ODOLMAEB_01526	MN611520	BAT	Envelope small membrane protein	248
EBIIEENH_00464	BetaCoV/Berlin/ChVir1964/2020	CHAIRITE	Spike glycoprotein;protein_id=gnl|Prokka|EBIIEENH_00464	3821
EBIIEENH_01170	BetaCoV/Berlin/MD572006599/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01170	155
ODOLMAEB_00938	KY073748	BAT	Replicase polyprotein 1ab	7850
ODOLMAEB_02009	MK211377	BAT	Replicase polyprotein 1a	13148
EBIIEENH_00742	BetaCoV/Germany/MD572007081/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00742	1259
EBIIEENH_01166	BetaCoV/Berlin/MD572006599/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_01166	365
ODOLMAEB_00062	DQ412042	BAT	hypothetical protein	134
NMICGJMG_00467	hCoV-19/Wuhan/WH05/2020	WUHAN	Corona_FSE	81
EBIIEENH_00485	BetaCoV/Germany/ChVir1967/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00485	155
ODOLMAEB_00100	DQ648856	BAT	hypothetical protein	368
ODOLMAEB_01439	MK492263	BAT	Membrane protein	665
EBIIEENH_01327	BetaCoV/Germany/ChVir3210/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_01327	668
NMICGJMG_00264	hCoV-19/Wuhan/IVDC-HB-01/2019	WUHAN	hypothetical protein	185
EBIIEENH_00066	BetaCoV/Munich/BavPat7-ChVir1289/2020	CHAIRITE	Replicase polyprotein 1a;protein_id=gnl|Prokka|EBIIEENH_00066	13217
ODOLMAEB_01735	MH687949	BAT	Nucleoprotein	1184
EBIIEENH_01263	BetaCoV/Germany/ChVir3199/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_01263	668
EBIIEENH_01132	BetaCoV/Bad-Duerkheim-Kreis/2013281/2020	CHAIRITE	s2m	42
ODOLMAEB_00660	KC881005	BAT	hypothetical protein	365
EBIIEENH_01134	BetaCoV/Germany/2012320/2020	CHAIRITE	Corona_FSE	81
EBIIEENH_00443	BetaCoV/Berlin/ChVir1960/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00443	131
ODOLMAEB_00419	GQ153545	BAT	Protein 3a	824
NMICGJMG_00207	GWHACDG01000001	WUHAN	Corona_FSE	81
ODOLMAEB_01908	MG923574	BAT	hypothetical protein	386
NMICGJMG_00201	GWHACDF01000001	WUHAN	Protein 7a	365
ODOLMAEB_01991	MK211375	BAT	hypothetical protein	134
NMICGJMG_00459	hCoV-19/env/Wuhan/IVDC-HBF13-21/2020	WUHAN	hypothetical protein	185
NMICGJMG_00274	hCoV-19/Wuhan/IVDC-HB-04/2020	WUHAN	Spike glycoprotein	3821
ODOLMAEB_00126	EF065505	BAT	Nucleoprotein	1271
EBIIEENH_00126	BetaCoV/Munich/BavPat10-ChVir1482/2020	CHAIRITE	s2m	42
ODOLMAEB_00399	GQ153543	BAT	hypothetical protein	134
EBIIEENH_00157	BetaCoV/Munich/BavPat16-ChVir1530/2020	CHAIRITE	Membrane protein;protein_id=gnl|Prokka|EBIIEENH_00157	668
ODOLMAEB_00361	GQ153540	BAT	hypothetical protein	365
NMICGJMG_00204	GWHACDF01000001	WUHAN	Nucleoprotein	1259
ODOLMAEB_01814	MH687958	BAT	Corona_pk3	62
ODOLMAEB_02343	KF294457	BAT	s2m	42
NMICGJMG_00139	GWHACAZ01000001	WUHAN	hypothetical protein	365
ODOLMAEB_00562	JQ989268	BAT	Membrane protein	680
ODOLMAEB_00263	EF203065	BAT	Coronavirus_5p_sl_1_2	71
NMICGJMG_00326	hCoV-19/Wuhan/WIV05/2019	WUHAN	Spike glycoprotein	3821
ODOLMAEB_01648	MH687939	BAT	Corona_pk3	62
ODOLMAEB_01897	MH687967	BAT	Membrane protein	686
EBIIEENH_01269	BetaCoV/Germany/ChVir3199/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_01269	155
EBIIEENH_00929	BetaCoV/Germany/ChVir2111/2020	CHAIRITE	Replicase polyprotein 1ab;protein_id=gnl|Prokka|EBIIEENH_00929	7787
EBIIEENH_00743	BetaCoV/Germany/MD572007081/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00743	155
ODOLMAEB_01492	MN611517	BAT	Replicase polyprotein 1ab	7853
ODOLMAEB_01905	MG923574	BAT	hypothetical protein	674
ODOLMAEB_00280	EF203066	BAT	hypothetical protein	227
ODOLMAEB_02223	MF094685	BAT	Spike glycoprotein	3416
ODOLMAEB_01606	MH687935	BAT	hypothetical protein	230
ODOLMAEB_01703	MH687945	BAT	Nucleoprotein	1184
EBIIEENH_00690	BetaCoV/Berlin/MD572007047a/2020	CHAIRITE	Nucleoprotein;protein_id=gnl|Prokka|EBIIEENH_00690	1259
NMICGJMG_00335	hCoV-19/Wuhan/WIV05/2019	WUHAN	s2m	42
NMICGJMG_00033	2019-nCoV_WH03	WUHAN	hypothetical protein	185
ODOLMAEB_01422	MH938449	BAT	Nucleoprotein	1298
ODOLMAEB_01742	MH687950	BAT	hypothetical protein	674
NMICGJMG_00105	GWHACAX01000001	WUHAN	Replicase polyprotein 1a	13217
EBIIEENH_00623	BetaCoV/Berlin/ChVir2192-MD572006634/2020	CHAIRITE	hypothetical protein;protein_id=gnl|Prokka|EBIIEENH_00623	131
ODOLMAEB_01857	MH687963	BAT	hypothetical protein	230
NMICGJMG_00330	hCoV-19/Wuhan/WIV05/2019	WUHAN	Protein 7a	365
NMICGJMG_00400	hCoV-19/Wuhan/IPBCAMS-WH-04/2019	WUHAN	s2m	42
ODOLMAEB_00347	GQ153539	BAT	hypothetical protein	134
ODOLMAEB_00326	FJ588686	BAT	Corona_FSE	81
EBIIEENH_00596	BetaCoV/Berlin/ChVir2192/2020	CHAIRITE	Protein 7a;protein_id=gnl|Prokka|EBIIEENH_00596	365
ODOLMAEB_01749	MH687951	BAT	Replicase polyprotein 1ab	7829
